"Country","Year","Marriage_Rate","Same_Sex_Marriage","%Births_Outside_Marriage"
"Denmark",1984,5600,"not legal",41.9
"Denmark",1985,5700,"not legal",43
"Denmark",1986,6000,"not legal",43.9
"Denmark",1987,6100,"not legal",44.5
"Denmark",1988,6300,"not legal",44.7
"Denmark",1989,6000,"not legal",46.1
"Denmark",1990,6100,"not legal",46.4
"Denmark",1991,6000,"not legal",46.5
"Denmark",1992,6200,"not legal",46.4
"Denmark",1993,6100,"not legal",46.8
"Denmark",1994,6800,"not legal",46.9
"Denmark",1995,6600,"not legal",46.5
"Denmark",1996,6800,"not legal",46.3
"Denmark",1997,6500,"not legal",45.1
"Denmark",1998,6500,"not legal",44.8
"Denmark",1999,6700,"not legal",44.9
"Denmark",2000,7200,"not legal",44.6
"Denmark",2001,6800,"not legal",44.6
"Denmark",2002,6900,"not legal",44.6
"Denmark",2003,6500,"not legal",44.9
"Denmark",2004,7000,"not legal",45.4
"Denmark",2005,6700,"not legal",45.7
"Denmark",2006,6700,"not legal",46.4
"Denmark",2007,6700,"not legal",46.1
"Denmark",2008,6800,"not legal",46.2
"Denmark",2009,6000,"not legal",46.8
"Denmark",2010,5600,"not legal",47.3
"Denmark",2011,4900,"not legal",49
"Denmark",2012,5100,"legal",50.6
"Denmark",2013,4900,"legal",51.5
"Denmark",2014,5000,"legal",52.5
"Denmark",2015,5100,"legal",NA
"Denmark",2016,5400,"legal",NA
"Denmark",2017,5500,"legal",NA
"Djibouti",1962,11600.00038,"not legal",NA
"Djibouti",1998,4699.999809,"not legal",NA
"Djibouti",1999,5400.000095,"not legal",NA
"Djibouti",2020,NA,"not legal",NA
"Dominica",1969,3700.000048,"not legal",NA
"Dominica",1985,3599.999905,"not legal",NA
"Dominica",1995,3200.000048,"not legal",NA
"Dominica",1999,4699.999809,"not legal",NA
"Dominica",2020,NA,"not legal",NA
"Dominican Republic",1970,4199.999809,"not legal",NA
"Dominican Republic",1985,3200.000048,"not legal",NA
"Dominican Republic",1993,2900.000095,"not legal",NA
"Dominican Republic",2004,4099.999905,"not legal",NA
"Dominican Republic",2005,4199.999809,"not legal",NA
"Dominican Republic",2020,NA,"not legal",NA
"Ecuador",1970,6000,"not legal",NA
"Ecuador",1985,6199.999809,"not legal",NA
"Ecuador",1995,6199.999809,"not legal",NA
"Ecuador",2005,5099.999905,"not legal",NA
"Ecuador",2006,5599.999905,"not legal",NA
"Ecuador",2019,NA,"legal",NA
"Egypt",1970,9300.000191,"not legal",NA
"Egypt",1985,8399.999619,"not legal",NA
"Egypt",1995,7800.000191,"not legal",NA
"Egypt",2005,7199.999809,"not legal",NA
"Egypt",2006,7199.999809,"not legal",NA
"Egypt",2020,NA,"not legal",NA
"El Salvador",1970,3299.999952,"not legal",NA
"El Salvador",1985,3700.000048,"not legal",NA
"El Salvador",1995,4500,"not legal",NA
"El Salvador",2005,3500,"not legal",NA
"El Salvador",2006,3500,"not legal",NA
"El Salvador",2020,NA,"not legal",NA
"Equatorial Guinea",1966,800.000012,"not legal",NA
"Equatorial Guinea",2020,NA,"not legal",NA
"Estonia",1960,10000,"not legal",NA
"Estonia",1961,9700,"not legal",NA
"Estonia",1962,8900,"not legal",NA
"Estonia",1963,8700,"not legal",NA
"Estonia",1964,8500,"not legal",NA
"Estonia",1965,8200,"not legal",NA
"Estonia",1966,8600,"not legal",NA
"Estonia",1967,8800,"not legal",NA
"Estonia",1968,8900,"not legal",NA
"Estonia",1969,9100,"not legal",NA
"Estonia",1970,9100,"not legal",NA
"Estonia",1971,9100,"not legal",NA
"Estonia",1972,8500,"not legal",NA
"Estonia",1973,8700,"not legal",NA
"Estonia",1974,8700,"not legal",NA
"Estonia",1975,8700,"not legal",NA
"Estonia",1976,8600,"not legal",NA
"Estonia",1977,8700,"not legal",NA
"Estonia",1978,8600,"not legal",NA
"Estonia",1979,8700,"not legal",NA
"Estonia",1980,8800,"not legal",NA
"Estonia",1981,8600,"not legal",NA
"Estonia",1982,8200,"not legal",NA
"Estonia",1983,8600,"not legal",NA
"Estonia",1984,8300,"not legal",NA
"Estonia",1985,8400,"not legal",NA
"Estonia",1986,8400,"not legal",NA
"Estonia",1987,8700,"not legal",NA
"Estonia",1988,8300,"not legal",NA
"Estonia",1989,8100,"not legal",25.3
"Estonia",1990,7500,"not legal",27.2
"Estonia",1991,6600,"not legal",31.2
"Estonia",1992,5800,"not legal",33.9
"Estonia",1993,5200,"not legal",38.2
"Estonia",1994,5000,"not legal",41
"Estonia",1995,4900,"not legal",44.2
"Estonia",1996,3900,"not legal",48.1
"Estonia",1997,4000,"not legal",51.6
"Estonia",1998,3900,"not legal",52.5
"Estonia",1999,4000,"not legal",54.2
"Estonia",2000,3900,"not legal",54.5
"Estonia",2001,4100,"not legal",56.2
"Estonia",2002,4200,"not legal",56.3
"Estonia",2003,4200,"not legal",57.8
"Estonia",2004,4400,"not legal",58
"Estonia",2005,4500,"not legal",58.5
"Estonia",2006,5200,"not legal",58.2
"Estonia",2007,5200,"not legal",57.8
"Estonia",2008,4600,"not legal",59
"Estonia",2009,4000,"not legal",59.2
"Estonia",2010,3800,"not legal",59.1
"Estonia",2011,4100,"not legal",59.7
"Estonia",2012,4500,"not legal",58.4
"Estonia",2013,4300,"not legal",NA
"Estonia",2014,4700,"not legal",NA
"Estonia",2015,5200,"not legal",NA
"Estonia",2016,4800,"some rights",NA
"Estonia",2017,4900,"some rights",NA
"Eswatini",1964,899.999976,"not legal",NA
"Eswatini",1986,3299.999952,"not legal",NA
"Eswatini",1988,3200.000048,"not legal",NA
"Eswatini",1989,3700.000048,"not legal",NA
"Eswatini",2020,NA,"not legal",NA
"Ethiopia",1999,9300.000191,"not legal",NA
"Ethiopia",2020,NA,"not legal",NA
"European Union (28 countries)",1964,7900,"not legal",NA
"European Union (28 countries)",1965,7800,"not legal",NA
"European Union (28 countries)",1966,7800,"not legal",NA
"European Union (28 countries)",1967,7800,"not legal",NA
"European Union (28 countries)",1968,7700,"not legal",NA
"European Union (28 countries)",1969,7800,"not legal",NA
"European Union (28 countries)",1970,7900,"not legal",NA
"European Union (28 countries)",1971,7900,"not legal",NA
"European Union (28 countries)",1972,7900,"not legal",NA
"European Union (28 countries)",1973,7800,"not legal",NA
"European Union (28 countries)",1974,7700,"not legal",NA
"European Union (28 countries)",1975,7700,"not legal",NA
"European Union (28 countries)",1976,7400,"not legal",NA
"European Union (28 countries)",1977,7300,"not legal",NA
"European Union (28 countries)",1978,7100,"not legal",NA
"European Union (28 countries)",1979,7000,"not legal",NA
"European Union (28 countries)",1980,6800,"not legal",NA
"European Union (28 countries)",1981,6600,"not legal",NA
"European Union (28 countries)",1982,6500,"not legal",NA
"European Union (28 countries)",1983,6400,"not legal",NA
"European Union (28 countries)",1984,6300,"not legal",NA
"European Union (28 countries)",1985,6200,"not legal",NA
"European Union (28 countries)",1986,6200,"not legal",NA
"European Union (28 countries)",1987,6300,"not legal",NA
"European Union (28 countries)",1988,6200,"not legal",NA
"European Union (28 countries)",1989,6500,"not legal",NA
"European Union (28 countries)",1990,6300,"not legal",NA
"European Union (28 countries)",1991,5900,"not legal",NA
"European Union (28 countries)",1992,5700,"not legal",NA
"European Union (28 countries)",1993,5500,"not legal",NA
"European Union (28 countries)",1994,5300,"not legal",NA
"European Union (28 countries)",1997,5200,"not legal",NA
"European Union (28 countries)",1998,5100,"not legal",NA
"European Union (28 countries)",1999,5200,"not legal",NA
"European Union (28 countries)",2000,5200,"not legal",NA
"European Union (28 countries)",2001,4900,"not legal",NA
"European Union (28 countries)",2002,4900,"not legal",NA
"European Union (28 countries)",2003,4900,"not legal",NA
"European Union (28 countries)",2007,4900,"not legal",NA
"European Union (28 countries)",2008,4800,"not legal",NA
"European Union (28 countries)",2009,4500,"not legal",NA
"European Union (28 countries)",2010,4400,"not legal",NA
"European Union (28 countries)",2011,4200,"not legal",NA
"European Union (28 countries)",2013,4100,"not legal",NA
"European Union (28 countries)",2014,4200,"not legal",NA
"European Union (28 countries)",2015,4300,"not legal",NA
"European Union (28 countries)",2016,4400,"not legal",NA
"Faeroe Islands",1970,6099.999905,"not legal",NA
"Faeroe Islands",1985,4099.999905,"not legal",NA
"Faeroe Islands",1995,4699.999809,"not legal",NA
"Faeroe Islands",2005,5699.999809,"not legal",NA
"Faeroe Islands",2006,5699.999809,"not legal",NA
"Faeroe Islands",2020,NA,"not legal",NA
"Falkland Islands",1970,7300.000191,"not legal",NA
"Falkland Islands",1981,5900.000095,"not legal",NA
"Falkland Islands",1988,8899.999619,"not legal",NA
"Fiji",1970,7800.000191,"not legal",NA
"Fiji",1985,9500,"not legal",NA
"Fiji",1995,9899.999619,"not legal",NA
"Fiji",2003,9100.000381,"not legal",NA
"Fiji",2004,8600.000381,"not legal",NA
"Fiji",2020,NA,"not legal",NA
"Finland",1960,7400,"not legal",4
"Finland",1961,7700,"not legal",4.1
"Finland",1962,7600,"not legal",4
"Finland",1963,7400,"not legal",4.2
"Finland",1964,7600,"not legal",4.4
"Finland",1965,7900,"not legal",4.6
"Finland",1966,8400,"not legal",4.8
"Finland",1967,9000,"not legal",5.1
"Finland",1968,8700,"not legal",5.3
"Finland",1969,8800,"not legal",5.6
"Finland",1970,8800,"not legal",5.8
"Finland",1971,8200,"not legal",5.5
"Finland",1972,7600,"not legal",6.7
"Finland",1973,7500,"not legal",7.9
"Finland",1974,7400,"not legal",9
"Finland",1975,6700,"not legal",10.1
"Finland",1976,6800,"not legal",10.9
"Finland",1977,6500,"not legal",11.1
"Finland",1978,6300,"not legal",11.4
"Finland",1979,6100,"not legal",12
"Finland",1980,6100,"not legal",13.1
"Finland",1981,6300,"not legal",13.3
"Finland",1982,6300,"not legal",13.6
"Finland",1983,6100,"not legal",14
"Finland",1984,5800,"not legal",15.1
"Finland",1985,5300,"not legal",16.4
"Finland",1986,5200,"not legal",18
"Finland",1987,5300,"not legal",19.2
"Finland",1988,5200,"not legal",20.6
"Finland",1989,4900,"not legal",22.9
"Finland",1990,5000,"not legal",25.2
"Finland",1991,4900,"not legal",27.4
"Finland",1992,4700,"not legal",28.9
"Finland",1993,4900,"not legal",30.3
"Finland",1994,4900,"not legal",31.3
"Finland",1995,4600,"not legal",33.1
"Finland",1996,NA,"not legal",35.4
"Finland",1997,4600,"not legal",36.5
"Finland",1998,4700,"not legal",37.2
"Finland",1999,4700,"not legal",38.7
"Finland",2000,5100,"not legal",39.2
"Finland",2001,4800,"not legal",39.5
"Finland",2002,5200,"not legal",39.9
"Finland",2003,5000,"not legal",40
"Finland",2004,5600,"not legal",40.8
"Finland",2005,5600,"not legal",40.4
"Finland",2006,5400,"not legal",40.5
"Finland",2007,5600,"not legal",40.6
"Finland",2008,5800,"not legal",40.7
"Finland",2009,5600,"not legal",40.9
"Finland",2010,5600,"not legal",41.1
"Finland",2011,5300,"not legal",40.9
"Finland",2012,5300,"not legal",41.5
"Finland",2013,4600,"not legal",42.1
"Finland",2014,4500,"not legal",42.8
"Finland",2015,4500,"legal",NA
"Finland",2016,4500,"legal",NA
"Finland",2017,4800,"legal",NA
"France",1970,7800.000191,"not legal",NA
"France",1985,4900.000095,"not legal",NA
"France",1994,4400,"not legal",NA
"France",1995,4400,"not legal",NA
"France",1996,4800,"not legal",NA
"France",1997,4900,"not legal",NA
"France",1998,4600,"not legal",41.7
"France",1999,4900,"not legal",42.7
"France",2000,5000,"not legal",43.6
"France",2001,4800,"not legal",44.7
"France",2002,4600,"not legal",45.2
"France",2003,4600,"not legal",46.2
"France",2004,4500,"not legal",47.4
"France",2005,4500,"not legal",48.4
"France",2006,4300,"not legal",50.5
"France",2007,4300,"not legal",51.7
"France",2008,4100,"not legal",52.6
"France",2009,3900,"not legal",53.7
"France",2010,3900,"not legal",55
"France",2011,3600,"not legal",55.8
"France",2012,3700,"not legal",56.7
"France",2013,3600,"legal",NA
"France",2014,3600,"legal",NA
"France",2015,3600,"legal",NA
"France",2016,3500,"legal",NA
"France",2017,3500,"legal",NA
"France (metropolitan)",1960,7000,"not legal",NA
"France (metropolitan)",1961,6800,"not legal",NA
"France (metropolitan)",1962,6700,"not legal",NA
"France (metropolitan)",1963,7100,"not legal",NA
"France (metropolitan)",1964,7200,"not legal",NA
"France (metropolitan)",1965,7100,"not legal",NA
"France (metropolitan)",1966,6900,"not legal",NA
"France (metropolitan)",1967,7000,"not legal",NA
"France (metropolitan)",1968,7100,"not legal",NA
"France (metropolitan)",1969,7600,"not legal",NA
"France (metropolitan)",1970,7800,"not legal",NA
"France (metropolitan)",1971,7900,"not legal",NA
"France (metropolitan)",1972,8100,"not legal",NA
"France (metropolitan)",1973,7700,"not legal",NA
"France (metropolitan)",1974,7500,"not legal",NA
"France (metropolitan)",1975,7400,"not legal",NA
"France (metropolitan)",1976,7100,"not legal",NA
"France (metropolitan)",1977,6900,"not legal",NA
"France (metropolitan)",1978,6600,"not legal",NA
"France (metropolitan)",1979,6400,"not legal",NA
"France (metropolitan)",1980,6200,"not legal",NA
"France (metropolitan)",1981,5800,"not legal",NA
"France (metropolitan)",1982,5700,"not legal",NA
"France (metropolitan)",1983,5500,"not legal",NA
"France (metropolitan)",1984,5100,"not legal",NA
"France (metropolitan)",1985,4900,"not legal",NA
"France (metropolitan)",1986,4800,"not legal",NA
"France (metropolitan)",1987,4800,"not legal",NA
"France (metropolitan)",1988,4800,"not legal",NA
"France (metropolitan)",1989,5000,"not legal",NA
"France (metropolitan)",1990,5100,"not legal",NA
"France (metropolitan)",1991,4900,"not legal",NA
"France (metropolitan)",1992,4700,"not legal",NA
"France (metropolitan)",1993,4400,"not legal",NA
"France (metropolitan)",1994,4400,"not legal",NA
"France (metropolitan)",1995,4400,"not legal",NA
"France (metropolitan)",1996,4800,"not legal",NA
"France (metropolitan)",1997,4900,"not legal",NA
"France (metropolitan)",1998,4600,"not legal",NA
"France (metropolitan)",1999,4900,"not legal",NA
"France (metropolitan)",2000,5000,"not legal",NA
"France (metropolitan)",2001,4800,"not legal",NA
"France (metropolitan)",2002,4700,"not legal",NA
"France (metropolitan)",2003,4600,"not legal",NA
"France (metropolitan)",2004,4500,"not legal",NA
"France (metropolitan)",2005,4500,"not legal",NA
"France (metropolitan)",2006,4300,"not legal",NA
"France (metropolitan)",2007,4300,"not legal",NA
"France (metropolitan)",2008,4200,"not legal",NA
"France (metropolitan)",2009,3900,"not legal",NA
"France (metropolitan)",2010,3900,"not legal",NA
"France (metropolitan)",2011,3700,"not legal",NA
"France (metropolitan)",2012,3700,"not legal",NA
"French Guiana",1970,5500,"not legal",NA
"French Guiana",1985,3700.000048,"not legal",NA
"French Guiana",1995,4800.000191,"not legal",NA
"French Guiana",2005,3000,"not legal",NA
"French Guiana",2006,3099.999905,"not legal",NA
"French Guiana",2020,NA,"not legal",NA
"French Polynesia",1971,6400.000095,"not legal",NA
"French Polynesia",1985,7400.000095,"not legal",NA
"French Polynesia",1995,5699.999809,"not legal",NA
"French Polynesia",2005,4199.999809,"not legal",NA
"French Polynesia",2006,4400.000095,"not legal",NA
"French Polynesia",2020,NA,"not legal",NA
"Georgia",1970,7800.000191,"not legal",NA
"Georgia",1985,8399.999619,"not legal",NA
"Georgia",1995,4000,"not legal",NA
"Georgia",2004,3400,"not legal",NA
"Georgia",2005,4100,"not legal",NA
"Georgia",2006,5000,"not legal",NA
"Georgia",2007,5700,"not legal",NA
"Georgia",2008,7200,"not legal",NA
"Georgia",2009,7200,"not legal",NA
"Georgia",2010,7800,"not legal",NA
"Georgia",2011,6900,"not legal",NA
"Georgia",2014,7700,"not legal",NA
"Georgia",2015,7800,"not legal",NA
"Georgia",2016,6700,"not legal",NA
"Georgia",2017,6400,"not legal",NA
"Georgia",2020,NA,"not legal",NA
"Germany",1960,9500,"not legal",7.6
"Germany",1961,9500,"not legal",7.1
"Germany",1962,9400,"not legal",6.6
"Germany",1963,8800,"not legal",6.1
"Germany",1964,8500,"not legal",5.9
"Germany",1965,8200,"not legal",5.8
"Germany",1966,7900,"not legal",5.7
"Germany",1967,7800,"not legal",5.8
"Germany",1968,7300,"not legal",6.1
"Germany",1969,7300,"not legal",6.6
"Germany",1970,7400,"not legal",7.2
"Germany",1971,7200,"not legal",8
"Germany",1972,7000,"not legal",8.3
"Germany",1973,6700,"not legal",8.3
"Germany",1974,6500,"not legal",8.5
"Germany",1975,6700,"not legal",8.5
"Germany",1976,6500,"not legal",8.8
"Germany",1977,6500,"not legal",9
"Germany",1978,6000,"not legal",9.9
"Germany",1979,6200,"not legal",10.7
"Germany",1980,6300,"not legal",11.9
"Germany",1981,6200,"not legal",12.8
"Germany",1982,6200,"not legal",14.3
"Germany",1983,6300,"not legal",15.4
"Germany",1984,6400,"not legal",15.9
"Germany",1985,6400,"not legal",16.2
"Germany",1986,6600,"not legal",16.1
"Germany",1987,6700,"not legal",15.7
"Germany",1988,6800,"not legal",15.7
"Germany",1989,6700,"not legal",15.5
"Germany",1990,6500,"not legal",15.3
"Germany",1991,5700,"not legal",15.1
"Germany",1992,5600,"not legal",14.9
"Germany",1993,5500,"not legal",14.8
"Germany",1994,5400,"not legal",15.4
"Germany",1995,5300,"not legal",16.1
"Germany",1996,5200,"not legal",17
"Germany",1997,5200,"not legal",18
"Germany",1998,5100,"not legal",20
"Germany",1999,5200,"not legal",22.1
"Germany",2000,5100,"not legal",23.4
"Germany",2001,4700,"not legal",25
"Germany",2002,4600,"not legal",26.1
"Germany",2003,4600,"not legal",27
"Germany",2004,4800,"not legal",27.9
"Germany",2005,4700,"not legal",29.2
"Germany",2006,4500,"not legal",30
"Germany",2007,4500,"not legal",30.8
"Germany",2008,4600,"not legal",32.1
"Germany",2009,4600,"not legal",32.7
"Germany",2010,4700,"not legal",33.3
"Germany",2011,4600,"not legal",33.9
"Germany",2012,4800,"not legal",34.5
"Germany",2013,4600,"not legal",34.8
"Germany",2014,4800,"not legal",35
"Germany",2015,4900,"not legal",NA
"Germany",2016,5000,"not legal",NA
"Germany",2017,4900,"legal",NA
"Gibraltar",1970,20299.99924,"not legal",NA
"Gibraltar",1985,20200.00076,"not legal",NA
"Gibraltar",1995,28200.00076,"not legal",NA
"Gibraltar",2005,6300.000191,"not legal",NA
"Gibraltar",2006,5599.999905,"not legal",NA
"Gibraltar",2020,NA,"not legal",NA
"Greece",1960,7000,"not legal",1.2
"Greece",1961,8400,"not legal",1.2
"Greece",1962,8400,"not legal",1.2
"Greece",1963,9200,"not legal",1.2
"Greece",1964,8900,"not legal",1.1
"Greece",1965,9400,"not legal",1.1
"Greece",1966,8300,"not legal",1
"Greece",1967,9400,"not legal",1
"Greece",1968,7500,"not legal",1.1
"Greece",1969,8300,"not legal",1.1
"Greece",1970,7700,"not legal",1.1
"Greece",1971,8300,"not legal",1.2
"Greece",1972,6800,"not legal",1.2
"Greece",1973,8300,"not legal",1.3
"Greece",1974,7600,"not legal",1.2
"Greece",1975,8500,"not legal",1.3
"Greece",1976,6900,"not legal",1.3
"Greece",1977,8200,"not legal",1.3
"Greece",1978,7700,"not legal",1.4
"Greece",1979,8300,"not legal",1.4
"Greece",1980,6500,"not legal",1.5
"Greece",1981,7300,"not legal",1.6
"Greece",1982,6900,"not legal",1.5
"Greece",1983,7200,"not legal",1.6
"Greece",1984,5500,"not legal",1.7
"Greece",1985,6400,"not legal",1.8
"Greece",1986,5800,"not legal",1.8
"Greece",1987,6600,"not legal",2.1
"Greece",1988,4800,"not legal",2.1
"Greece",1989,6100,"not legal",2.1
"Greece",1990,5800,"not legal",2.2
"Greece",1991,6400,"not legal",2.4
"Greece",1992,4700,"not legal",2.6
"Greece",1993,5900,"not legal",2.8
"Greece",1994,5400,"not legal",2.9
"Greece",1995,6100,"not legal",3
"Greece",1996,4300,"not legal",3.3
"Greece",1997,5600,"not legal",3.5
"Greece",1998,5100,"not legal",3.8
"Greece",1999,5600,"not legal",3.9
"Greece",2000,4500,"not legal",4
"Greece",2001,5300,"not legal",4.3
"Greece",2002,5300,"not legal",4.4
"Greece",2003,5500,"not legal",4.8
"Greece",2004,4600,"not legal",5.1
"Greece",2005,5500,"not legal",5.1
"Greece",2006,5200,"not legal",5.3
"Greece",2007,5500,"not legal",5.8
"Greece",2008,4800,"not legal",5.9
"Greece",2009,5300,"not legal",6.6
"Greece",2010,5100,"not legal",7.3
"Greece",2011,5000,"not legal",7.4
"Greece",2012,4500,"not legal",7.6
"Greece",2013,4700,"not legal",7
"Greece",2014,4900,"not legal",8.2
"Greece",2015,5000,"some rights",NA
"Greece",2016,4600,"some rights",NA
"Greece",2017,4700,"some rights",NA
"Greenland",1970,4300.000191,"not legal",NA
"Greenland",1985,6500,"not legal",NA
"Greenland",1996,3700.000048,"not legal",NA
"Greenland",2015,NA,"legal",NA
"Grenada",1969,3099.999905,"not legal",NA
"Grenada",1979,3299.999952,"not legal",NA
"Grenada",1997,5000,"not legal",NA
"Grenada",2000,6099.999905,"not legal",NA
"Grenada",2001,5000,"not legal",NA
"Grenada",2020,NA,"not legal",NA
"Guadeloupe",1970,5900.000095,"not legal",NA
"Guadeloupe",1985,4699.999809,"not legal",NA
"Guadeloupe",1998,5099.999905,"not legal",NA
"Guadeloupe",2005,4300.000191,"not legal",NA
"Guadeloupe",2006,4300.000191,"not legal",NA
"Guam",1970,10300.00019,"not legal",NA
"Guam",1985,12699.99981,"not legal",NA
"Guam",1995,10500,"not legal",NA
"Guam",2003,8000,"not legal",NA
"Guam",2004,9399.999619,"not legal",NA
"Guam",2020,NA,"not legal",NA
"Guatemala",1970,3500,"not legal",NA
"Guatemala",1985,5000,"not legal",NA
"Guatemala",1995,5000,"not legal",NA
"Guatemala",2005,4099.999905,"not legal",NA
"Guatemala",2006,4400.000095,"not legal",NA
"Guatemala",2020,NA,"not legal",NA
"Guinea-Bissau",1970,200.000003,"not legal",NA
"Guinea-Bissau",1971,200.000003,"not legal",NA
"Guinea-Bissau",2020,NA,"not legal",NA
"Guyana",1968,4199.999809,"not legal",NA
"Guyana",2005,4800.000191,"not legal",NA
"Guyana",2006,6099.999905,"not legal",NA
"Guyana",2020,NA,"not legal",NA
"Honduras",1970,3599.999905,"not legal",NA
"Honduras",1985,4599.999905,"not legal",NA
"Honduras",1987,2700.000048,"not legal",NA
"Honduras",2005,2900.000095,"not legal",NA
"Honduras",2007,2599.999905,"not legal",NA
"Honduras",2020,NA,"not legal",NA
"Hong Kong",1970,5199.999809,"not legal",NA
"Hong Kong",1985,8300.000191,"not legal",NA
"Hong Kong",1995,6300.000191,"not legal",NA
"Hong Kong",2005,6300.000191,"not legal",NA
"Hong Kong",2006,7300.000191,"not legal",NA
"Hong Kong",2020,NA,"not legal",NA
"Hungary",1960,8900,"not legal",5.5
"Hungary",1961,8300,"not legal",5.5
"Hungary",1962,8100,"not legal",5.4
"Hungary",1963,8400,"not legal",5.3
"Hungary",1964,8700,"not legal",5.2
"Hungary",1965,8800,"not legal",5.2
"Hungary",1966,9200,"not legal",5.1
"Hungary",1967,9400,"not legal",5
"Hungary",1968,9300,"not legal",5
"Hungary",1969,9300,"not legal",5.2
"Hungary",1970,9300,"not legal",5.4
"Hungary",1971,9100,"not legal",5.8
"Hungary",1972,9400,"not legal",6
"Hungary",1973,9700,"not legal",5.9
"Hungary",1974,9500,"not legal",5.7
"Hungary",1975,9800,"not legal",5.6
"Hungary",1976,9500,"not legal",5.7
"Hungary",1977,9100,"not legal",5.9
"Hungary",1978,8700,"not legal",6.3
"Hungary",1979,8100,"not legal",6.6
"Hungary",1980,7500,"not legal",7.1
"Hungary",1981,7200,"not legal",7.4
"Hungary",1982,7100,"not legal",7.7
"Hungary",1983,7100,"not legal",8.3
"Hungary",1984,7000,"not legal",8.8
"Hungary",1985,6900,"not legal",9.2
"Hungary",1986,6800,"not legal",9.5
"Hungary",1987,6200,"not legal",10.4
"Hungary",1988,6200,"not legal",11.9
"Hungary",1989,6400,"not legal",12.4
"Hungary",1990,6400,"not legal",13.1
"Hungary",1991,5900,"not legal",14.1
"Hungary",1992,5500,"not legal",15.6
"Hungary",1993,5200,"not legal",17.6
"Hungary",1994,5200,"not legal",19.4
"Hungary",1995,5200,"not legal",20.7
"Hungary",1996,4700,"not legal",22.6
"Hungary",1997,4600,"not legal",25
"Hungary",1998,4400,"not legal",26.6
"Hungary",1999,4400,"not legal",28
"Hungary",2000,4700,"not legal",29
"Hungary",2001,4300,"not legal",30.3
"Hungary",2002,4500,"not legal",31.4
"Hungary",2003,4500,"not legal",32.3
"Hungary",2004,4300,"not legal",34
"Hungary",2005,4400,"not legal",35
"Hungary",2006,4400,"not legal",35.6
"Hungary",2007,4100,"some rights",37.5
"Hungary",2008,4000,"some rights",39.5
"Hungary",2009,3700,"some rights",40.8
"Hungary",2010,3600,"some rights",40.8
"Hungary",2011,3600,"some rights",42.3
"Hungary",2012,3600,"some rights",44.5
"Hungary",2013,3700,"some rights",45.6
"Hungary",2014,3900,"some rights",47.3
"Hungary",2015,4700,"some rights",NA
"Hungary",2016,5300,"some rights",NA
"Hungary",2017,5200,"some rights",NA
"Iceland",1960,7500,"not legal",25.3
"Iceland",1961,7500,"not legal",25.3
"Iceland",1962,7400,"not legal",24.5
"Iceland",1963,7800,"not legal",25.1
"Iceland",1964,8300,"not legal",26.7
"Iceland",1965,8100,"not legal",26.9
"Iceland",1966,7900,"not legal",28.4
"Iceland",1967,8600,"not legal",30
"Iceland",1968,8400,"not legal",30.5
"Iceland",1969,8500,"not legal",29.6
"Iceland",1970,7800,"not legal",29.9
"Iceland",1971,7900,"not legal",31.1
"Iceland",1972,8100,"not legal",32.3
"Iceland",1973,8300,"not legal",33.9
"Iceland",1974,8800,"not legal",33.7
"Iceland",1975,7700,"not legal",33
"Iceland",1976,7500,"not legal",34.2
"Iceland",1977,7100,"not legal",36
"Iceland",1978,7100,"not legal",36.7
"Iceland",1979,6400,"not legal",36.6
"Iceland",1980,5700,"not legal",39.7
"Iceland",1981,5900,"not legal",41.2
"Iceland",1982,5600,"not legal",44.6
"Iceland",1983,5900,"not legal",45
"Iceland",1984,5900,"not legal",47.1
"Iceland",1985,5200,"not legal",48
"Iceland",1986,5100,"not legal",50.8
"Iceland",1987,4700,"not legal",50.1
"Iceland",1988,5200,"not legal",52
"Iceland",1989,4700,"not legal",52.9
"Iceland",1990,4500,"not legal",55.2
"Iceland",1991,4800,"not legal",56.4
"Iceland",1992,4800,"not legal",57.3
"Iceland",1993,4600,"not legal",58.3
"Iceland",1994,4900,"not legal",59.6
"Iceland",1995,4600,"not legal",60.9
"Iceland",1996,5000,"not legal",60.7
"Iceland",1997,5500,"not legal",65.2
"Iceland",1998,5600,"not legal",64
"Iceland",1999,5600,"not legal",62.4
"Iceland",2000,6300,"not legal",65.2
"Iceland",2001,5200,"not legal",63
"Iceland",2002,5600,"not legal",62.3
"Iceland",2003,5100,"not legal",63.6
"Iceland",2004,5000,"not legal",63.7
"Iceland",2005,5400,"not legal",65.7
"Iceland",2006,5500,"not legal",65.6
"Iceland",2007,5500,"not legal",63.8
"Iceland",2008,5200,"not legal",64.1
"Iceland",2009,4600,"not legal",64.4
"Iceland",2010,4900,"legal",64.3
"Iceland",2011,4600,"legal",65
"Iceland",2012,NA,"legal",66.9
"Indonesia",1976,6800.000191,"not legal",NA
"Indonesia",1985,6599.999905,"not legal",NA
"Indonesia",1995,8100.000381,"not legal",NA
"Indonesia",2002,8300.000191,"not legal",NA
"Indonesia",2003,7599.999905,"not legal",NA
"Indonesia",2020,NA,"not legal",NA
"Iran",1970,5900.000095,"not legal",NA
"Iran",1986,6900.000095,"not legal",NA
"Iran",1995,7400.000095,"not legal",NA
"Iran",2005,11300.00019,"not legal",NA
"Iran",2006,11000,"not legal",NA
"Iran",2020,NA,"not legal",NA
"Iraq",1970,4099.999905,"not legal",NA
"Iraq",1986,8000,"not legal",NA
