"Country","Year","Marriage_Rate","Same_Sex_Marriage","X.Births_Outside_Marriage","Crude.divorce.rate..per.1.000.inhabitants.","Duration.of.marriages.ending.in.divorce","X143153.annotations","Share.of.single.parent.families","Estimated.average.age.at.marriage..women"
"Afghanistan",1972,NA,"not legal",NA,NA,NA,NA,NA,18.1
"Afghanistan",2010,NA,"not legal",NA,NA,NA,NA,NA,21.5
"Afghanistan",2015,NA,"not legal",NA,NA,NA,NA,1,21.5
"Afghanistan",2020,NA,"not legal",NA,NA,NA,NA,NA,NA
"Albania",1960,7800,"not legal",NA,0.5,NA,NA,NA,NA
"Albania",1961,11300,"not legal",NA,0.80000001,NA,NA,NA,NA
"Albania",1962,7500,"not legal",NA,0.69999999,NA,NA,NA,NA
"Albania",1963,7500,"not legal",NA,0.60000002,NA,NA,NA,NA
"Albania",1964,7200,"not legal",NA,0.60000002,NA,NA,NA,NA
"Albania",1965,7500,"not legal",NA,0.60000002,NA,NA,NA,NA
"Albania",1966,6800,"not legal",NA,0.60000002,NA,NA,NA,NA
"Albania",1967,8600,"not legal",NA,0.69999999,NA,NA,NA,NA
"Albania",1968,7800,"not legal",NA,0.89999998,NA,NA,NA,NA
"Albania",1969,7400,"not legal",NA,0.80000001,NA,NA,NA,NA
"Albania",1970,6800,"not legal",NA,0.80000001,NA,NA,NA,NA
"Albania",1971,7000,"not legal",NA,0.80000001,NA,NA,NA,NA
"Albania",1972,7200,"not legal",NA,0.80000001,NA,NA,NA,NA
"Albania",1973,8000,"not legal",NA,0.80000001,NA,NA,NA,NA
"Albania",1974,NA,"not legal",NA,0.80000001,NA,NA,NA,NA
"Albania",1975,7800,"not legal",NA,0.80000001,NA,NA,NA,NA
"Albania",1976,7600,"not legal",NA,0.80000001,NA,NA,NA,NA
"Albania",1977,7900,"not legal",NA,0.80000001,NA,NA,NA,NA
"Albania",1978,8000,"not legal",NA,0.69999999,NA,NA,NA,NA
"Albania",1979,8200,"not legal",NA,0.69999999,NA,NA,NA,NA
"Albania",1980,8100,"not legal",NA,0.80000001,NA,NA,NA,NA
"Albania",1981,8500,"not legal",NA,0.80000001,NA,NA,NA,NA
"Albania",1982,9000,"not legal",NA,0.80000001,NA,NA,NA,NA
"Albania",1983,9000,"not legal",NA,0.80000001,NA,NA,NA,NA
"Albania",1984,9100,"not legal",NA,0.80000001,NA,NA,NA,NA
"Albania",1985,8500,"not legal",NA,0.80000001,NA,NA,NA,NA
"Albania",1986,8500,"not legal",NA,0.80000001,NA,NA,NA,NA
"Albania",1987,8900,"not legal",NA,0.80000001,NA,NA,NA,NA
"Albania",1988,9000,"not legal",NA,0.80000001,NA,NA,NA,NA
"Albania",1989,8600,"not legal",NA,0.80000001,NA,NA,NA,NA
"Albania",1990,8900,"not legal",NA,0.80000001,NA,NA,NA,NA
"Albania",1991,7700,"not legal",NA,0.69999999,NA,NA,NA,NA
"Albania",1992,8300,"not legal",NA,0.69999999,NA,NA,NA,NA
"Albania",1993,8100,"not legal",NA,0.69999999,NA,NA,NA,NA
"Albania",1994,8600,"not legal",NA,0.69999999,NA,NA,NA,NA
"Albania",1995,8300,"not legal",NA,0.69999999,NA,NA,NA,NA
"Albania",1996,8400,"not legal",NA,0.60000002,NA,NA,NA,NA
"Albania",1997,7200,"not legal",NA,0.40000001,NA,NA,NA,NA
"Albania",1998,8300,"not legal",NA,0.60000002,NA,NA,NA,NA
"Albania",1999,8500,"not legal",NA,0.69999999,NA,NA,NA,NA
"Albania",2000,8400,"not legal",NA,0.69999999,NA,NA,NA,23.9
"Albania",2001,8400,"not legal",NA,0.80000001,NA,NA,NA,NA
"Albania",2002,8500,"not legal",NA,1.1,NA,NA,NA,22.9
"Albania",2003,8800,"not legal",NA,1.2,NA,NA,NA,NA
"Albania",2004,6700,"not legal",NA,0.89999998,NA,NA,NA,NA
"Albania",2005,6900,"not legal",NA,1.3,NA,NA,NA,24.6
"Albania",2006,6800,"not legal",NA,1.3,NA,NA,NA,NA
"Albania",2007,7100,"not legal",NA,1,NA,NA,NA,NA
"Albania",2008,6700,"not legal",NA,1.1,NA,NA,NA,24.6
"Albania",2011,NA,"not legal",NA,NA,NA,NA,5.2,NA
"Albania",2013,8200,"not legal",NA,NA,NA,NA,NA,NA
"Albania",2014,8200,"not legal",NA,1.5,NA,NA,NA,NA
"Albania",2015,8700,"not legal",NA,1.3,NA,NA,NA,NA
"Albania",2016,7800,"not legal",NA,1.9,NA,NA,NA,NA
"Albania",2017,7900,"not legal",NA,1.6,NA,NA,NA,24.200001
"Albania",2020,NA,"not legal",NA,NA,NA,NA,NA,NA
"Algeria",1963,NA,"not legal",NA,0.40000001,NA,NA,NA,NA
"Algeria",1967,4699.999809,"not legal",NA,NA,NA,NA,NA,NA
"Algeria",1985,5599.999905,"not legal",NA,NA,NA,NA,NA,NA
"Algeria",1992,NA,"not legal",NA,NA,NA,NA,NA,25.9
"Algeria",1995,5500,"not legal",NA,NA,NA,NA,NA,NA
"Algeria",2002,NA,"not legal",NA,NA,NA,NA,NA,29.5
"Algeria",2005,8500,"not legal",NA,NA,NA,NA,NA,NA
"Algeria",2006,NA,"not legal",NA,NA,NA,NA,NA,29.700001
"Algeria",2007,9600.000381,"not legal",NA,NA,NA,NA,NA,NA
"Algeria",2012,NA,"not legal",NA,NA,NA,NA,NA,28.200001
"Algeria",2020,NA,"not legal",NA,NA,NA,NA,NA,NA
"American Samoa",1970,11300.00019,"not legal",NA,0.89999998,NA,NA,NA,NA
"American Samoa",1974,NA,"not legal",NA,NA,NA,NA,NA,23.299999
"American Samoa",1985,10199.99981,"not legal",NA,NA,NA,NA,NA,NA
"American Samoa",1987,NA,"not legal",NA,1.1,NA,NA,NA,NA
"American Samoa",1990,NA,"not legal",NA,NA,NA,NA,NA,25.700001
"American Samoa",1993,6199.999809,"not legal",NA,0.5,NA,NA,NA,NA
"American Samoa",2005,3099.999905,"not legal",NA,1.3,NA,NA,NA,NA
"American Samoa",2006,2599.999905,"not legal",NA,1.3,NA,NA,NA,NA
"American Samoa",2020,NA,"not legal",NA,NA,NA,NA,NA,NA
"Andorra",1976,5099.999905,"not legal",NA,NA,NA,NA,NA,NA
"Andorra",1985,2599.999905,"not legal",NA,NA,NA,NA,NA,NA
"Andorra",1996,1899.999976,"not legal",NA,NA,NA,NA,NA,NA
"Andorra",2004,2900,"not legal",NA,NA,NA,NA,NA,NA
"Andorra",2005,2900,"some rights",NA,NA,NA,NA,NA,NA
"Andorra",2006,3700,"some rights",NA,NA,NA,NA,NA,NA
"Andorra",2007,3100,"some rights",NA,NA,NA,NA,NA,NA
"Andorra",2008,3100,"some rights",NA,NA,NA,NA,NA,NA
"Andorra",2009,3100,"some rights",NA,NA,NA,NA,NA,NA
"Andorra",2012,3700,"some rights",NA,NA,NA,NA,NA,NA
"Angola",1970,4300.000191,"not legal",NA,0,NA,NA,NA,NA
"Angola",1974,NA,"not legal",NA,0,NA,NA,NA,NA
"Angola",2001,NA,"not legal",NA,NA,NA,NA,NA,20.299999
"Angola",2007,NA,"not legal",NA,NA,NA,NA,6.6,NA
"Angola",2011,NA,"not legal",NA,NA,NA,NA,7.4,NA
"Angola",2015,NA,"not legal",NA,NA,NA,NA,NA,21.5
"Angola",2016,NA,"not legal",NA,NA,NA,NA,13.4,NA
"Angola",2020,NA,"not legal",NA,NA,NA,NA,NA,NA
"Anguilla",1985,13699.99981,"not legal",NA,0.80000001,NA,NA,NA,NA
"Anguilla",1995,19700.00076,"not legal",NA,NA,NA,NA,NA,NA
"Anguilla",2001,NA,"not legal",NA,NA,NA,NA,NA,28.6
"Anguilla",2004,NA,"not legal",NA,1.5,NA,NA,NA,NA
"Anguilla",2005,6500,"not legal",NA,1.6,NA,NA,NA,NA
"Anguilla",2006,5500,"not legal",NA,NA,NA,NA,NA,NA
"Antigua and Barbuda",1971,4599.999905,"not legal",NA,0.80000001,NA,NA,NA,NA
"Antigua and Barbuda",1985,4099.999905,"not legal",NA,0.60000002,NA,NA,NA,NA
"Antigua and Barbuda",1991,NA,"not legal",NA,NA,NA,NA,NA,33.200001
"Antigua and Barbuda",1995,21000,"not legal",NA,0.40000001,NA,NA,NA,NA
"Antigua and Barbuda",2001,NA,"not legal",NA,NA,NA,NA,NA,25.700001
"Antigua and Barbuda",2020,NA,"not legal",NA,NA,NA,NA,NA,NA
"Argentina",1970,7500,"not legal",NA,NA,NA,NA,7.1,23.1
"Argentina",1980,NA,"not legal",NA,NA,NA,NA,7,NA
"Argentina",1983,6300.000191,"not legal",NA,NA,NA,NA,NA,NA
"Argentina",1991,NA,"not legal",NA,NA,NA,NA,NA,23.299999
"Argentina",1995,4300.000191,"not legal",NA,NA,NA,NA,NA,NA
"Argentina",2001,NA,"not legal",NA,NA,NA,NA,10.1,24.6
"Argentina",2005,3400.000095,"not legal",NA,NA,NA,NA,NA,NA
"Argentina",2006,3400.000095,"not legal",NA,NA,NA,NA,NA,NA
"Argentina",2010,3000,"legal",NA,NA,NA,NA,11.7,24.6
"Argentina",2011,3100,"legal",NA,NA,NA,NA,NA,NA
"Argentina",2012,3200,"legal",NA,NA,NA,NA,NA,NA
"Argentina",2013,2900,"legal",NA,NA,NA,NA,NA,NA
"Argentina",2014,2800,"legal",NA,NA,NA,NA,NA,NA
"Argentina",2015,2800,"legal",NA,NA,NA,NA,NA,NA
"Argentina",2016,2700,"legal",NA,NA,NA,NA,NA,NA
"Armenia",1970,7300.000191,"not legal",NA,1,NA,NA,NA,NA
"Armenia",1985,9899.999619,"not legal",NA,1.1,NA,NA,NA,NA
"Armenia",1995,4199.999809,"not legal",NA,0.69999999,NA,NA,NA,NA
"Armenia",2000,NA,"not legal",NA,NA,NA,NA,7,22.200001
"Armenia",2004,5300,"not legal",NA,0.60000002,NA,NA,NA,NA
"Armenia",2005,5200,"not legal",NA,0.80000001,NA,NA,10.6,23
"Armenia",2006,5200,"not legal",NA,0.89999998,NA,NA,NA,NA
"Armenia",2007,5600,"not legal",NA,0.89999998,NA,NA,NA,NA
"Armenia",2008,5700,"not legal",NA,0.89999998,NA,NA,NA,NA
"Armenia",2009,5800,"not legal",NA,0.89999998,NA,NA,NA,NA
"Armenia",2010,5200,"not legal",NA,0.89999998,NA,NA,10,24.5
"Armenia",2011,6000,"not legal",NA,1,NA,NA,NA,NA
"Armenia",2015,5900,"not legal",NA,1.2,NA,NA,NA,24.200001
"Armenia",2016,5400,"not legal",NA,1.2,NA,NA,NA,NA
"Armenia",2017,5100,"not legal",NA,NA,NA,NA,NA,NA
"Armenia",2020,NA,"not legal",NA,NA,NA,NA,NA,NA
"Aruba",1974,8300.000191,"not legal",NA,1.9,NA,NA,NA,NA
"Aruba",1981,NA,"not legal",NA,NA,NA,NA,NA,25.5
"Aruba",1985,7000,"not legal",NA,2.8,NA,NA,NA,NA
"Aruba",1991,NA,"not legal",NA,NA,NA,NA,NA,26.200001
"Aruba",1995,7400.000095,"not legal",NA,3.0999999,NA,NA,NA,NA
"Aruba",2000,NA,"not legal",NA,NA,NA,NA,NA,26.799999
"Aruba",2005,5699.999809,"not legal",NA,4.4000001,NA,NA,NA,NA
"Aruba",2006,5300.000191,"not legal",NA,5.0999999,NA,NA,NA,NA
"Aruba",2010,NA,"not legal",NA,NA,NA,NA,11.5,28.5
"Aruba",2020,NA,"not legal",NA,NA,NA,NA,NA,NA
"Australia",1970,9300,"not legal",NA,1,NA,NA,NA,NA
"Australia",1971,NA,"not legal",9.3,NA,NA,NA,NA,NA
"Australia",1974,NA,"not legal",9.5,NA,NA,NA,NA,NA
"Australia",1976,NA,"not legal",10.1,NA,NA,NA,NA,NA
"Australia",1979,NA,"not legal",11.7,NA,NA,NA,NA,NA
"Australia",1980,7400,"not legal",12.4,2.7,NA,NA,NA,NA
"Australia",1981,7600,"not legal",13.2,2.8,NA,NA,NA,NA
"Australia",1982,7700,"not legal",NA,2.9000001,NA,NA,NA,NA
"Australia",1983,7500,"not legal",14.7,2.8,NA,NA,NA,NA
"Australia",1984,7000,"not legal",14.8,2.8,NA,NA,NA,NA
"Australia",1985,7300,"not legal",NA,2.5,NA,NA,NA,NA
"Australia",1986,7200,"not legal",NA,2.5,NA,NA,NA,NA
"Australia",1987,7000,"not legal",NA,2.4000001,NA,NA,NA,NA
"Australia",1988,7100,"not legal",NA,2.5,NA,NA,NA,NA
"Australia",1989,7000,"not legal",20.2,2.5,NA,NA,NA,NA
"Australia",1990,6900,"not legal",21.9,2.5,NA,NA,NA,24.299999
"Australia",1991,6600,"not legal",23,2.5999999,NA,NA,NA,24.5
"Australia",1992,6600,"not legal",24,2.5999999,NA,NA,NA,24.700001
"Australia",1993,6400,"not legal",24.9,2.7,NA,NA,NA,24.799999
"Australia",1994,6200,"not legal",25.6,2.7,NA,NA,NA,25.1
"Australia",1995,6100,"not legal",26.6,2.8,NA,NA,NA,25.299999
"Australia",1996,5800,"not legal",27.4,2.9000001,NA,NA,NA,25.700001
"Australia",1997,5800,"not legal",28.1,2.8,11.10000038,"Median duration",NA,25.9
"Australia",1998,5900,"not legal",28.7,2.7,11.19999981,"Median duration",NA,26.200001
"Australia",1999,6000,"not legal",29.2,2.8,11.30000019,"Median duration",NA,26.4
"Australia",2000,5900,"not legal",29.3,2.5999999,11.60000038,"Median duration",NA,26.700001
"Australia",2001,5300,"not legal",30.7,2.8,11.80000019,"Median duration",NA,26.9
"Australia",2002,5400,"not legal",31.3,2.7,12,"Median duration",NA,27.1
"Australia",2003,5300,"not legal",31.6,2.7,12.19999981,"Median duration",NA,27.299999
"Australia",2004,5500,"not legal",32.2,2.5999999,12.30000019,"Median duration",NA,27.5
"Australia",2005,5400,"not legal",32.2,2.5999999,12.60000038,"Median duration",NA,27.6
"Australia",2006,5500,"not legal",32.7,2.5,12.5,"Median duration",9.3,27.6
"Australia",2007,5500,"not legal",33.3,2.3,12.5,"Median duration",NA,27.6
"Australia",2008,5500,"not legal",34.3,2.2,12.30000019,"Median duration",NA,27.700001
"Australia",2009,5500,"not legal",34.5,2.3,12.30000019,"Median duration",NA,27.700001
"Australia",2010,5400,"not legal",33.8,2.3,12.30000019,"Median duration",NA,27.9
"Australia",2011,5400,"not legal",34.2,2.2,12.19999981,"Median duration",9.1,28
"Australia",2012,5400,"not legal",34.5,2.2,12.19999981,"Median duration",NA,28.1
"Australia",2013,5100,"not legal",34.4,2.0999999,12.10000038,"Median duration",NA,28.299999
"Australia",2014,5200,"not legal",34.4,2,12,"Median duration",NA,28.4
"Australia",2015,4800,"not legal",NA,2,12.10000038,"Median duration",NA,28.5
"Australia",2016,4900,"not legal",NA,1.9,12,"Median duration",NA,28.700001
"Australia",2017,4600,"legal",NA,2,12,"Median duration",NA,28.799999
"Australia",2018,NA,"legal",NA,NA,12.30000019,"Median duration",NA,NA
"Austria",1960,8300,"not legal",13,1.1,NA,NA,NA,NA
"Austria",1961,8500,"not legal",12.6,1.1,NA,NA,NA,NA
"Austria",1962,8400,"not legal",12,1.1,NA,NA,NA,NA
"Austria",1963,8100,"not legal",11.6,1.1,NA,NA,NA,NA
"Austria",1964,8000,"not legal",11.3,1.2,NA,NA,NA,NA
"Austria",1965,7800,"not legal",11.2,1.2,NA,NA,NA,NA
"Austria",1966,7600,"not legal",11.4,1.2,NA,NA,NA,NA
"Austria",1967,7600,"not legal",11.5,1.2,NA,NA,NA,NA
"Austria",1968,7600,"not legal",12,1.3,NA,NA,NA,NA
"Austria",1969,7300,"not legal",12.2,1.3,NA,NA,NA,NA
"Austria",1970,7100,"not legal",12.8,1.4,NA,NA,NA,NA
"Austria",1971,6400,"not legal",13,1.3,NA,NA,NA,NA
"Austria",1972,7600,"not legal",13.7,1.3,NA,NA,NA,NA
"Austria",1973,6500,"not legal",13.7,1.3,NA,NA,NA,NA
"Austria",1974,6500,"not legal",13.8,1.4,NA,NA,NA,NA
"Austria",1975,6100,"not legal",13.5,1.4,NA,NA,NA,NA
"Austria",1976,6000,"not legal",13.8,1.5,NA,NA,NA,NA
"Austria",1977,6000,"not legal",14.2,1.5,NA,NA,NA,NA
"Austria",1978,5900,"not legal",14.8,1.6,NA,NA,NA,NA
"Austria",1979,6000,"not legal",16.5,1.7,NA,NA,NA,NA
"Austria",1980,6200,"not legal",17.8,1.8,NA,NA,NA,NA
"Austria",1981,6300,"not legal",19.5,1.8,NA,NA,6.2,NA
"Austria",1982,6300,"not legal",21.6,1.9,NA,NA,NA,NA
"Austria",1983,7400,"not legal",22.4,1.9,NA,NA,NA,NA
"Austria",1984,6100,"not legal",21.5,2,NA,NA,NA,NA
"Austria",1985,5900,"not legal",22.4,2,NA,NA,NA,NA
"Austria",1986,6100,"not legal",23.3,1.9,NA,NA,NA,NA
"Austria",1987,10100,"not legal",23.4,1.9,NA,NA,NA,NA
"Austria",1988,4700,"not legal",21,2,NA,NA,NA,NA
"Austria",1989,5600,"not legal",22.6,2,NA,NA,NA,NA
"Austria",1990,5900,"not legal",23.6,2.0999999,NA,NA,NA,25.200001
"Austria",1991,5700,"not legal",24.8,2.0999999,NA,NA,7.7,25.4
"Austria",1992,5800,"not legal",25.2,2.0999999,NA,NA,NA,25.6
"Austria",1993,5700,"not legal",26.3,2.0999999,NA,NA,NA,25.799999
"Austria",1994,5500,"not legal",26.8,2.0999999,NA,NA,NA,26.1
"Austria",1995,5400,"not legal",27.4,2.3,NA,NA,NA,26.299999
"Austria",1996,5300,"not legal",28,2.3,NA,NA,NA,26.5
"Austria",1997,5200,"not legal",28.8,2.3,NA,NA,NA,26.799999
"Austria",1998,4900,"not legal",29.5,2.2,NA,NA,NA,26.9
"Austria",1999,4900,"not legal",30.5,2.3,NA,NA,NA,27.299999
"Austria",2000,4900,"not legal",31.3,2.4000001,NA,NA,NA,27.4
"Austria",2001,4300,"not legal",33.1,2.5999999,NA,NA,8,27.5
"Austria",2002,4500,"not legal",33.8,2.5,NA,NA,NA,27.700001
"Austria",2003,4600,"not legal",35.3,2.3,NA,NA,NA,27.9
"Austria",2004,4700,"not legal",35.9,2.4000001,NA,NA,NA,28.200001
"Austria",2005,4800,"not legal",36.5,2.4000001,NA,NA,NA,28.6
"Austria",2006,4500,"not legal",37.2,2.5,NA,NA,NA,29.1
"Austria",2007,4300,"not legal",38.3,2.5,NA,NA,NA,29.299999
"Austria",2008,4200,"not legal",38.8,2.4000001,NA,NA,NA,29.5
"Austria",2009,4300,"not legal",39.3,2.3,NA,NA,NA,29.9
"Austria",2010,4500,"not legal",40.1,2.0999999,NA,NA,NA,NA
"Austria",2011,4300,"not legal",40.4,2.0999999,NA,NA,NA,30.299999
"Austria",2012,4600,"not legal",41.5,2,NA,NA,NA,30.6
"Austria",2013,4300,"not legal",NA,1.9,NA,NA,NA,NA
"Austria",2014,4400,"not legal",NA,1.9,NA,NA,NA,NA
"Austria",2015,5100,"not legal",NA,1.9,NA,NA,NA,NA
"Austria",2016,5100,"not legal",NA,1.8,NA,NA,NA,NA
"Austria",2017,5100,"not legal",NA,1.8,NA,NA,NA,31.5
"Austria",2019,NA,"legal",NA,NA,NA,NA,NA,NA
"Azerbaijan",1970,6800.000191,"not legal",NA,1.3,NA,NA,NA,NA
"Azerbaijan",1985,10500,"not legal",NA,1.2,NA,NA,NA,NA
"Azerbaijan",1995,5599.999905,"not legal",NA,0.69999999,NA,NA,NA,NA
"Azerbaijan",2004,7500,"not legal",NA,0.80000001,NA,NA,NA,NA
"Azerbaijan",2005,8500,"not legal",NA,1.1,NA,NA,NA,NA
"Azerbaijan",2006,9400,"not legal",NA,0.89999998,NA,NA,NA,NA
"Azerbaijan",2007,9500,"not legal",NA,1,NA,NA,NA,NA
"Azerbaijan",2008,9100,"not legal",NA,0.89999998,NA,NA,NA,NA
"Azerbaijan",2009,8700,"not legal",NA,0.89999998,NA,NA,8.4,NA
"Azerbaijan",2010,8700,"not legal",NA,1,NA,NA,NA,NA
"Azerbaijan",2011,9600,"not legal",NA,1.2,NA,NA,NA,NA
"Azerbaijan",2012,8500,"not legal",NA,1.2,NA,NA,NA,24.299999
"Azerbaijan",2013,9200,"not legal",NA,1.2,NA,NA,NA,24.299999
"Azerbaijan",2014,8900,"not legal",NA,1.3,NA,NA,NA,24.299999
"Azerbaijan",2015,7100,"not legal",NA,1.3,NA,NA,NA,24.299999
"Azerbaijan",2016,6800,"not legal",NA,1.3,NA,NA,NA,24.200001
"Azerbaijan",2017,6400,"not legal",NA,1.5,NA,NA,NA,24.200001
"Azerbaijan",2020,NA,"not legal",NA,NA,NA,NA,NA,NA
"Bahamas",1970,8199.999809,"not legal",NA,NA,NA,NA,NA,22.4
"Bahamas",1975,NA,"not legal",NA,0.5,NA,NA,NA,NA
"Bahamas",1980,NA,"not legal",NA,NA,NA,NA,NA,24.799999
"Bahamas",1985,8500,"not legal",NA,1.5,NA,NA,NA,NA
"Bahamas",1990,NA,"not legal",NA,NA,NA,NA,NA,27.200001
"Bahamas",1995,9000,"not legal",NA,1.3,NA,NA,NA,NA
"Bahamas",2000,NA,"not legal",NA,NA,NA,NA,NA,27.4
"Bahamas",2005,5300.000191,"not legal",NA,2.0999999,NA,NA,NA,NA
"Bahamas",2006,7900.000095,"not legal",NA,2.0999999,NA,NA,NA,NA
"Bahamas",2010,NA,"not legal",NA,NA,NA,NA,12.9,27.9
"Bahamas",2020,NA,"not legal",NA,NA,NA,NA,NA,NA
"Bahrain",1976,4400.000095,"not legal",NA,1.3,NA,NA,NA,NA
"Bahrain",1985,6400.000095,"not legal",NA,1.1,NA,NA,NA,NA
"Bahrain",1991,NA,"not legal",NA,NA,NA,NA,NA,25.6
"Bahrain",1995,5699.999809,"not legal",NA,1.2,NA,NA,NA,NA
"Bahrain",2001,NA,"not legal",NA,NA,NA,NA,NA,26.299999
"Bahrain",2005,6400.000095,"not legal",NA,1.5,NA,NA,NA,NA
"Bahrain",2006,6400.000095,"not legal",NA,1.5,NA,NA,NA,NA
"Bahrain",2010,NA,"not legal",NA,NA,NA,NA,NA,26.9
"Bahrain",2020,NA,"not legal",NA,NA,NA,NA,NA,NA
"Bangladesh",1975,NA,"not legal",NA,NA,NA,NA,NA,16.700001
"Bangladesh",1980,9100.000381,"not legal",NA,NA,NA,NA,NA,NA
"Bangladesh",1985,10000,"not legal",NA,NA,NA,NA,NA,NA
"Bangladesh",1993,NA,"not legal",NA,NA,NA,NA,NA,18.299999
"Bangladesh",1994,NA,"not legal",NA,NA,NA,NA,5.1,NA
"Bangladesh",1995,10500,"not legal",NA,NA,NA,NA,NA,NA
"Bangladesh",1996,NA,"not legal",NA,NA,NA,NA,NA,18.6
"Bangladesh",1997,NA,"not legal",NA,NA,NA,NA,5.2,NA
"Bangladesh",1999,NA,"not legal",NA,NA,NA,NA,NA,18.799999
"Bangladesh",2000,NA,"not legal",NA,NA,NA,NA,4.4,NA
"Bangladesh",2004,NA,"not legal",NA,NA,NA,NA,5.3,18.700001
"Bangladesh",2005,13000,"not legal",NA,NA,NA,NA,NA,NA
"Bangladesh",2006,12500,"not legal",NA,NA,NA,NA,NA,18.700001
"Bangladesh",2007,NA,"not legal",NA,NA,NA,NA,6.4,18.4
"Bangladesh",2011,NA,"not legal",NA,NA,NA,NA,5.3,18.6
"Bangladesh",2012,NA,"not legal",NA,NA,NA,NA,NA,19.200001
"Bangladesh",2014,NA,"not legal",NA,NA,NA,NA,6,18.799999
"Bangladesh",2020,NA,"not legal",NA,NA,NA,NA,NA,NA
"Barbados",1970,4599.999905,"not legal",NA,0.40000001,NA,NA,NA,28.5
"Barbados",1980,NA,"not legal",NA,NA,NA,NA,NA,30.4
"Barbados",1985,4699.999809,"not legal",NA,1.2,NA,NA,NA,NA
"Barbados",1990,NA,"not legal",NA,NA,NA,NA,NA,31.799999
"Barbados",1995,13500,"not legal",NA,1.5,NA,NA,NA,NA
"Barbados",2000,14100.00038,"not legal",NA,NA,NA,NA,NA,NA
"Barbados",2010,NA,"not legal",NA,NA,NA,NA,NA,31.9
"Barbados",2020,NA,"not legal",NA,NA,NA,NA,NA,NA
"Belarus",1970,9300.000191,"not legal",NA,1.9,NA,NA,NA,NA
"Belarus",1979,NA,"not legal",NA,NA,NA,NA,NA,21.299999
"Belarus",1985,9899.999619,"not legal",NA,3.0999999,NA,NA,NA,NA
"Belarus",1989,NA,"not legal",NA,NA,NA,NA,NA,21.9
"Belarus",1995,7599.999905,"not legal",NA,4.0999999,NA,NA,NA,NA
"Belarus",1999,NA,"not legal",NA,NA,NA,NA,10.5,22.799999
"Belarus",2004,6100,"not legal",NA,3,NA,NA,NA,NA
"Belarus",2005,7500,"not legal",NA,3.0999999,NA,NA,NA,NA
"Belarus",2006,8100,"not legal",NA,3.3,NA,NA,NA,NA
"Belarus",2007,9300,"not legal",NA,3.7,NA,NA,NA,NA
"Belarus",2008,8000,"not legal",NA,3.8,NA,NA,NA,NA
"Belarus",2009,8200,"not legal",NA,3.7,NA,NA,12.3,24.6
"Belarus",2010,8100,"not legal",NA,3.9000001,NA,NA,NA,NA
"Belarus",2011,9200,"not legal",NA,4.0999999,NA,NA,NA,NA
"Belarus",2012,8100,"not legal",NA,4.0999999,NA,NA,NA,NA
"Belarus",2013,9200,"not legal",NA,3.8,NA,NA,NA,NA
"Belarus",2014,8900,"not legal",NA,3.7,NA,NA,NA,NA
"Belarus",2015,8600,"not legal",NA,3.5,NA,NA,NA,NA
"Belarus",2016,6800,"not legal",NA,3.4000001,NA,NA,NA,NA
"Belarus",2017,7000,"not legal",NA,3.4000001,NA,NA,NA,NA
"Belarus",2020,NA,"not legal",NA,NA,NA,NA,NA,NA
"Belgium",1960,7100,"not legal",2.1,0.5,NA,NA,NA,NA
"Belgium",1961,6800,"not legal",2,0.5,NA,NA,NA,NA
"Belgium",1962,6700,"not legal",2.1,0.5,NA,NA,NA,NA
"Belgium",1963,6700,"not legal",2.2,0.60000002,NA,NA,NA,NA
"Belgium",1964,6900,"not legal",2.3,0.60000002,NA,NA,NA,NA
"Belgium",1965,7000,"not legal",2.4,0.60000002,NA,NA,NA,NA
"Belgium",1966,7200,"not legal",2.5,0.60000002,NA,NA,NA,NA
"Belgium",1967,7100,"not legal",2.5,0.60000002,NA,NA,NA,NA
"Belgium",1968,7200,"not legal",2.7,0.60000002,NA,NA,NA,NA
"Belgium",1969,7500,"not legal",2.7,0.69999999,NA,NA,NA,NA
"Belgium",1970,7600,"not legal",2.8,0.69999999,NA,NA,NA,NA
"Belgium",1971,7600,"not legal",3,0.69999999,NA,NA,NA,NA
"Belgium",1972,7700,"not legal",3,0.80000001,NA,NA,NA,NA
"Belgium",1973,7600,"not legal",3,0.89999998,NA,NA,NA,NA
"Belgium",1974,7500,"not legal",3.1,1,NA,NA,NA,NA
"Belgium",1975,7300,"not legal",3.1,1.1,NA,NA,NA,NA
"Belgium",1976,7200,"not legal",3.1,1.3,NA,NA,NA,NA
"Belgium",1977,7000,"not legal",3.1,1.3,NA,NA,NA,NA
"Belgium",1978,6800,"not legal",3.4,1.4,NA,NA,NA,NA
"Belgium",1979,6600,"not legal",3.8,1.4,NA,NA,NA,NA
"Belgium",1980,6700,"not legal",4.1,1.5,NA,NA,NA,NA
"Belgium",1981,6500,"not legal",4.5,1.6,NA,NA,NA,NA
"Belgium",1982,6300,"not legal",5.2,1.6,NA,NA,NA,NA
"Belgium",1983,6100,"not legal",5.7,1.7,NA,NA,NA,NA
"Belgium",1984,6000,"not legal",6.3,1.9,NA,NA,NA,NA
"Belgium",1985,5800,"not legal",7.1,1.9,NA,NA,NA,NA
"Belgium",1986,5800,"not legal",7.8,1.9,NA,NA,NA,NA
"Belgium",1987,5700,"not legal",9.1,2,NA,NA,NA,NA
"Belgium",1988,6000,"not legal",10.7,2.0999999,NA,NA,NA,NA
"Belgium",1989,6400,"not legal",11.3,2,NA,NA,NA,NA
